"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 17 years","SEX AND AGE!!Total population!!18 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!Under 18 years!!Male","SEX AND AGE!!Total population!!Under 18 years!!Female","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 to 34 years","SEX AND AGE!!Total population!!18 to 34 years!!Male","SEX AND AGE!!Total population!!18 to 34 years!!Female","SEX AND AGE!!Total population!!35 to 64 years","SEX AND AGE!!Total population!!35 to 64 years!!Male","SEX AND AGE!!Total population!!35 to 64 years!!Female","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Male, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Female, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Male, bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Female, bachelor's degree or higher","EMPLOYMENT STATUS","EMPLOYMENT STATUS!!Population 16 years and over","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!Median household income (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:","HEALTH INSURANCE COVERAGE"
" -> Congressional District 10 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 10 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","803,507","50.5%","49.5%","5.4%","17.2%","13.5%","11.9%","13.3%","12.4%","11.5%","9.2%","5.6%","36.5","77.4%","71.1%","18.4%","14.9%","181,474","51.4%","48.6%","622,033","50.2%","49.8%","204,158","51.1%","48.9%","298,541","51.2%","48.8%","119,334","46.2%","53.8%","","513,755","10.8%","21.8%","25.7%","26.0%","15.7%","89.2%","87.6%","90.7%","41.7%","42.1%","41.3%","","643,524","60.9%","2.3%","","304,970","80,035","117,620","",""
"        Margin of Error","","±12,823","±0.5","±0.5","±0.3","±0.6","±0.4","±0.6","±0.5","±0.5","±0.5","±0.4","±0.3","±0.6","±0.6","±0.7","±0.6","±0.5","±6,313","±1.7","±1.7","±9,378","±0.4","±0.4","±5,449","±1.0","±1.0","±7,222","±0.7","±0.7","±3,379","±1.1","±1.1","","±8,990","±0.9","±1.1","±1.3","±1.2","±1.1","±0.9","±1.3","±1.1","±1.5","±1.9","±1.8","","±10,103","±1.1","±0.4","","±5,522","±3,426","±5,004","",""
" -> Congressional District 11 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 11 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","777,332","50.7%","49.3%","7.2%","19.6%","9.3%","15.6%","13.9%","10.7%","10.1%","8.1%","5.5%","33.9","73.2%","69.4%","16.7%","13.6%","208,610","51.7%","48.3%","568,722","50.3%","49.7%","193,811","51.9%","48.1%","269,546","51.3%","48.7%","105,365","44.9%","55.1%","","496,262","14.1%","27.1%","34.7%","16.7%","7.5%","85.9%","84.5%","87.3%","24.2%","23.3%","25.1%","","588,612","58.9%","2.9%","","306,261","62,147","86,551","",""
"        Margin of Error","","±5,968","±0.5","±0.5","±0.3","±0.5","±0.4","±0.6","±0.4","±0.4","±0.3","±0.3","±0.2","±0.3","±0.5","±0.7","±0.4","±0.3","±4,668","±1.2","±1.2","±4,891","±0.4","±0.4","±4,359","±1.0","±1.0","±4,379","±0.7","±0.7","±2,600","±0.9","±0.9","","±4,980","±1.0","±1.1","±1.5","±1.1","±0.7","±1.0","±1.4","±1.3","±1.3","±1.8","±1.6","","±5,267","±1.1","±0.4","","±4,013","±3,299","±4,230","",""
" -> Congressional District 12 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 12 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","803,772","49.8%","50.2%","6.3%","17.5%","9.0%","15.0%","14.8%","11.3%","11.9%","8.8%","5.4%","36.5","76.2%","72.9%","17.9%","14.2%","191,026","53.9%","46.1%","612,746","48.5%","51.5%","193,310","49.8%","50.2%","305,121","49.5%","50.5%","114,315","43.6%","56.4%","","540,309","10.9%","24.7%","29.8%","22.9%","11.8%","89.1%","88.6%","89.7%","34.7%","32.9%","36.3%","","634,674","62.6%","2.5%","","301,895","78,999","106,993","",""
"        Margin of Error","","±21,041","±0.6","±0.6","±0.5","±0.9","±0.6","±0.8","±0.8","±0.7","±0.7","±0.5","±0.4","±0.7","±0.9","±1.0","±0.8","±0.7","±10,808","±1.9","±1.9","±14,010","±0.6","±0.6","±8,161","±1.6","±1.6","±9,598","±1.0","±1.0","±4,829","±1.5","±1.5","","±11,531","±1.0","±1.7","±1.5","±1.2","±1.0","±1.0","±1.5","±1.2","±1.6","±1.7","±2.1","","±14,929","±1.5","±0.4","","±6,798","±3,105","±4,441","",""
" -> Congressional District 13 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 13 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","776,421","51.1%","48.9%","5.5%","17.7%","11.6%","13.8%","13.3%","11.4%","11.6%","9.2%","5.9%","36.2","76.8%","71.3%","18.6%","15.1%","180,114","51.7%","48.3%","596,307","51.0%","49.0%","197,082","53.2%","46.8%","281,963","51.9%","48.1%","117,262","45.0%","55.0%","","506,541","13.7%","28.1%","33.0%","16.7%","8.6%","86.3%","85.1%","87.6%","25.3%","24.1%","26.5%","","619,946","60.0%","2.1%","","290,085","64,369","85,974","",""
"        Margin of Error","","±9,929","±0.4","±0.4","±0.3","±0.4","±0.5","±0.5","±0.5","±0.5","±0.4","±0.4","±0.2","±0.5","±0.4","±0.6","±0.5","±0.4","±4,193","±1.3","±1.3","±7,880","±0.5","±0.5","±4,916","±1.2","±1.2","±6,414","±0.7","±0.7","±2,937","±0.9","±0.9","","±6,893","±0.9","±1.1","±1.1","±1.0","±0.7","±0.9","±1.3","±1.0","±1.3","±1.5","±1.7","","±7,857","±1.1","±0.4","","±4,883","±1,548","±2,658","",""
" -> Congressional District 14 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 14 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","773,046","50.9%","49.1%","5.9%","17.6%","8.9%","13.2%","13.5%","12.4%","13.0%","9.6%","6.0%","38.2","76.5%","73.4%","19.8%","15.6%","181,373","51.4%","48.6%","591,673","50.7%","49.3%","170,892","52.5%","47.5%","300,231","51.7%","48.3%","120,550","45.6%","54.4%","","522,771","12.7%","27.7%","33.1%","18.0%","8.6%","87.3%","86.1%","88.5%","26.5%","23.8%","29.3%","","612,790","56.5%","3.2%","","298,377","68,463","97,049","",""
"        Margin of Error","","±9,956","±0.5","±0.5","±0.3","±0.5","±0.4","±0.5","±0.5","±0.4","±0.3","±0.3","±0.2","±0.6","±0.5","±0.6","±0.5","±0.4","±5,376","±1.6","±1.6","±6,895","±0.4","±0.4","±4,372","±1.0","±1.0","±5,785","±0.7","±0.7","±2,769","±0.9","±0.9","","±6,513","±1.0","±1.3","±1.4","±1.0","±0.7","±1.0","±1.3","±1.1","±1.3","±1.6","±1.6","","±6,939","±1.0","±0.5","","±5,578","±2,691","±4,060","",""
" -> Congressional District 15 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 15 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","776,813","49.9%","50.1%","6.9%","21.5%","10.9%","14.3%","12.3%","11.5%","9.8%","7.4%","5.5%","32.5","71.6%","66.4%","15.9%","12.8%","220,682","50.5%","49.5%","556,131","49.6%","50.4%","195,489","52.3%","47.7%","260,926","49.3%","50.7%","99,716","45.4%","54.6%","","471,483","24.1%","27.1%","25.1%","16.1%","7.6%","75.9%","75.6%","76.1%","23.7%","23.0%","24.4%","","583,077","56.1%","3.2%","","251,776","55,382","78,067","",""
"        Margin of Error","","±13,241","±0.5","±0.5","±0.4","±0.6","±0.5","±0.6","±0.4","±0.5","±0.4","±0.4","±0.3","±0.4","±0.6","±0.7","±0.6","±0.5","±6,865","±1.3","±1.3","±8,705","±0.5","±0.5","±5,359","±1.2","±1.2","±5,836","±0.8","±0.8","±3,848","±1.3","±1.3","","±7,440","±1.6","±1.4","±1.2","±1.3","±0.7","±1.6","±1.8","±1.8","±1.4","±1.7","±1.6","","±9,286","±1.0","±0.5","","±4,498","±2,539","±4,031","",""
" -> Congressional District 16 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 16 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","773,386","49.5%","50.5%","6.4%","19.3%","11.2%","14.8%","13.2%","11.6%","10.3%","7.7%","5.6%","33.6","74.3%","69.8%","16.4%","13.3%","198,725","50.4%","49.6%","574,661","49.2%","50.8%","200,977","52.6%","47.4%","270,948","49.2%","50.8%","102,736","42.4%","57.6%","","488,235","18.2%","24.9%","30.1%","17.7%","9.0%","81.8%","84.6%","79.1%","26.7%","25.3%","28.0%","","599,279","56.0%","3.5%","","272,130","53,477","75,234","",""
"        Margin of Error","","±10,669","±0.3","±0.3","±0.2","±0.4","±0.3","±0.3","±0.3","±0.3","±0.2","±0.3","±0.2","±0.4","±0.5","±0.6","±0.5","±0.3","±5,598","±1.0","±1.0","±6,504","±0.3","±0.3","±4,408","±0.6","±0.6","±3,472","±0.4","±0.4","±2,242","±0.7","±0.7","","±5,146","±1.2","±1.2","±1.3","±1.2","±1.0","±1.2","±1.3","±1.6","±1.5","±1.9","±1.7","","±7,291","±1.4","±0.6","","±4,028","±1,841","±3,877","",""
" -> Congressional District 17 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 17 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","781,996","50.7%","49.3%","5.8%","17.2%","12.5%","13.2%","12.9%","11.7%","11.4%","9.1%","6.2%","35.9","77.0%","71.0%","18.8%","15.2%","180,173","53.9%","46.1%","601,823","49.7%","50.3%","201,504","50.8%","49.2%","281,157","50.7%","49.3%","119,162","45.2%","54.8%","","503,855","12.3%","28.8%","32.2%","16.7%","10.1%","87.7%","86.8%","88.6%","26.7%","24.8%","28.7%","","622,548","57.7%","3.0%","","292,935","63,266","81,530","",""
"        Margin of Error","","±12,696","±0.5","±0.5","±0.4","±0.6","±0.6","±0.7","±0.6","±0.6","±0.4","±0.4","±0.3","±0.6","±0.7","±0.8","±0.6","±0.5","±6,959","±1.7","±1.7","±8,685","±0.4","±0.4","±6,318","±0.9","±0.9","±7,588","±0.8","±0.8","±3,096","±0.9","±0.9","","±8,054","±0.8","±1.2","±1.3","±1.0","±1.0","±0.8","±1.1","±1.1","±1.3","±1.5","±1.8","","±8,925","±1.2","±0.4","","±6,164","±2,418","±2,696","",""
" -> Congressional District 18 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 18 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","789,388","51.3%","48.7%","7.7%","18.7%","10.7%","17.1%","14.5%","11.4%","9.8%","6.9%","3.3%","32.6","73.6%","69.2%","13.2%","10.2%","208,606","52.7%","47.3%","580,782","50.8%","49.2%","219,139","52.9%","47.1%","280,957","51.0%","49.0%","80,686","44.8%","55.2%","","496,569","20.3%","27.3%","24.2%","17.6%","10.6%","79.7%","77.8%","81.5%","28.2%","26.6%","29.8%","","605,498","62.4%","4.5%","","289,062","58,932","93,568","",""
"        Margin of Error","","±26,536","±0.8","±0.8","±0.7","±1.2","±0.7","±1.0","±0.9","±0.7","±0.8","±0.5","±0.3","±0.6","±1.3","±1.2","±0.8","±0.7","±14,117","±2.4","±2.4","±18,526","±0.9","±0.9","±11,047","±2.1","±2.1","±12,313","±1.4","±1.4","±5,211","±2.2","±2.2","","±15,775","±1.5","±1.5","±1.3","±1.3","±1.0","±1.5","±2.0","±1.7","±1.6","±1.8","±1.9","","±19,194","±1.3","±0.7","","±8,862","±3,822","±3,394","",""
" -> Congressional District 19 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 19 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","767,757","51.1%","48.9%","6.5%","17.8%","13.3%","14.2%","13.1%","10.6%","10.6%","8.5%","5.6%","33.7","75.8%","70.5%","17.4%","14.1%","186,104","51.5%","48.5%","581,653","51.0%","49.0%","210,998","53.0%","47.0%","262,734","51.6%","48.4%","107,921","45.3%","54.7%","","479,727","15.8%","29.4%","29.0%","16.7%","9.0%","84.2%","82.5%","86.0%","25.8%","23.0%","28.6%","","604,308","59.2%","2.6%","","288,461","58,951","84,101","",""
"        Margin of Error","","±5,995","±0.4","±0.4","±0.3","±0.3","±0.4","±0.5","±0.4","±0.4","±0.3","±0.3","±0.2","±0.4","±0.3","±0.5","±0.4","±0.3","±3,474","±1.3","±1.3","±4,325","±0.3","±0.3","±3,745","±0.8","±0.8","±3,961","±0.7","±0.7","±2,049","±0.8","±0.8","","±4,204","±0.9","±1.1","±1.2","±1.0","±0.7","±0.9","±1.3","±1.2","±1.2","±1.5","±1.5","","±4,663","±1.0","±0.4","","±4,118","±2,406","±3,337","",""
" -> Congressional District 20 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 20 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","781,188","50.2%","49.8%","6.6%","17.6%","11.8%","15.7%","14.8%","11.1%","10.1%","7.4%","4.8%","33.7","75.7%","71.2%","15.0%","12.2%","189,637","53.3%","46.7%","591,551","49.2%","50.8%","214,910","50.0%","50.0%","281,346","50.6%","49.4%","95,295","43.3%","56.7%","","499,585","14.9%","27.9%","31.9%","16.5%","8.9%","85.1%","84.5%","85.7%","25.4%","24.0%","26.8%","","616,270","62.4%","3.2%","","285,997","56,708","72,033","",""
"        Margin of Error","","±24,850","±0.9","±0.9","±0.6","±0.9","±0.8","±0.7","±0.8","±0.7","±0.6","±0.5","±0.4","±1.0","±1.0","±1.1","±0.8","±0.7","±12,000","±2.5","±2.5","±16,474","±0.8","±0.8","±9,926","±1.8","±1.8","±11,389","±1.2","±1.2","±5,177","±1.9","±1.9","","±15,607","±1.3","±1.6","±1.5","±1.3","±0.8","±1.3","±1.5","±1.5","±1.5","±1.9","±1.8","","±17,538","±1.4","±0.4","","±7,446","±2,816","±2,854","",""
" -> Congressional District 21 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 21 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","807,859","49.8%","50.2%","5.2%","16.4%","8.7%","12.6%","13.4%","11.9%","12.8%","11.0%","7.9%","40.2","78.3%","74.5%","23.0%","18.9%","175,078","50.3%","49.7%","632,781","49.7%","50.3%","171,996","53.1%","46.9%","308,416","50.0%","50.0%","152,369","45.2%","54.8%","","562,310","5.8%","17.7%","28.1%","29.7%","18.7%","94.2%","94.5%","94.0%","48.4%","50.6%","46.4%","","653,773","60.6%","2.1%","","322,052","88,786","118,488","",""
"        Margin of Error","","±21,273","±0.8","±0.8","±0.5","±0.8","±0.7","±0.8","±0.7","±0.6","±0.6","±0.5","±0.4","±0.7","±1.1","±1.0","±0.8","±0.7","±11,528","±2.1","±2.1","±14,368","±0.8","±0.8","±9,074","±2.3","±2.3","±9,375","±0.9","±0.9","±5,135","±1.0","±1.0","","±12,671","±0.7","±1.0","±1.3","±1.4","±1.2","±0.7","±0.8","±0.9","±1.6","±2.2","±1.7","","±14,565","±1.1","±0.4","","±6,702","±3,246","±4,175","",""
" -> Congressional District 22 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 22 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","843,195","50.2%","49.8%","6.3%","22.0%","7.2%","11.3%","16.0%","14.2%","10.6%","7.9%","4.6%","37.3","71.8%","68.8%","15.4%","12.5%","237,901","51.5%","48.5%","605,294","49.7%","50.3%","155,395","51.1%","48.9%","344,170","50.6%","49.4%","105,729","44.5%","55.5%","","544,834","8.1%","19.1%","26.1%","29.6%","17.0%","91.9%","92.0%","91.8%","46.7%","46.5%","46.9%","","637,192","64.5%","2.6%","","289,058","100,510","128,070","",""
"        Margin of Error","","±24,925","±0.7","±0.7","±0.5","±0.9","±0.6","±0.8","±0.7","±0.6","±0.5","±0.5","±0.4","±0.6","±0.9","±0.9","±0.8","±0.6","±12,684","±1.5","±1.5","±15,991","±0.7","±0.7","±9,350","±2.2","±2.2","±11,098","±0.8","±0.8","±4,797","±1.4","±1.4","","±14,301","±0.8","±1.2","±1.6","±1.7","±1.3","±0.8","±1.1","±1.1","±1.7","±2.0","±2.2","","±16,670","±1.2","±0.5","","±7,440","±3,963","±5,330","",""
" -> Congressional District 23 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 23 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","778,355","50.9%","49.1%","6.6%","19.5%","10.4%","14.0%","14.0%","12.4%","9.5%","8.3%","5.3%","34.6","73.9%","69.1%","16.3%","13.6%","203,320","51.3%","48.7%","575,035","50.8%","49.2%","189,921","54.6%","45.4%","278,916","50.1%","49.9%","106,198","46.1%","53.9%","","494,117","14.9%","25.1%","28.8%","19.5%","11.7%","85.1%","84.8%","85.3%","31.2%","31.0%","31.5%","","598,384","57.1%","2.3%","","263,126","71,327","95,460","",""
"        Margin of Error","","±23,492","±0.9","±0.9","±0.7","±0.8","±0.8","±0.8","±0.6","±0.8","±0.5","±0.6","±0.4","±0.8","±1.0","±1.2","±0.8","±0.7","±11,444","±2.1","±2.1","±16,823","±0.9","±0.9","±9,796","±1.9","±1.9","±8,667","±1.2","±1.2","±5,654","±1.5","±1.5","","±13,187","±1.0","±1.5","±1.6","±1.3","±0.9","±1.0","±1.5","±1.2","±1.4","±1.9","±1.8","","±17,817","±1.4","±0.5","","±7,580","±3,672","±3,519","",""
" -> Congressional District 24 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
