"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 17 years","SEX AND AGE!!Total population!!18 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!Under 18 years!!Male","SEX AND AGE!!Total population!!Under 18 years!!Female","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 to 34 years","SEX AND AGE!!Total population!!18 to 34 years!!Male","SEX AND AGE!!Total population!!18 to 34 years!!Female","SEX AND AGE!!Total population!!35 to 64 years","SEX AND AGE!!Total population!!35 to 64 years!!Male","SEX AND AGE!!Total population!!35 to 64 years!!Female","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Male, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher!!Female, high school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Male, bachelor's degree or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher!!Female, bachelor's degree or higher","EMPLOYMENT STATUS","EMPLOYMENT STATUS!!Population 16 years and over","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed","EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!Median household income (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings!!Mean earnings (dollars)","INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Individuals!!Mean earnings (dollars)  for full-time, year-round workers:","HEALTH INSURANCE COVERAGE"
" -> Congressional District 1 (118th Congress), Tennessee -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","781,128","49.5%","50.5%","4.7%","14.5%","8.7%","12.0%","11.5%","13.1%","14.4%","12.2%","8.8%","43.9","80.8%","77.1%","25.4%","21.0%","149,971","52.0%","48.0%","631,157","49.0%","51.0%","161,838","50.9%","49.1%","304,931","49.9%","50.1%","164,388","45.3%","54.7%","","563,253","10.7%","36.6%","28.7%","15.0%","9.0%","89.3%","88.3%","90.2%","24.0%","22.6%","25.3%","","649,006","55.1%","2.1%","","329,065","54,716","76,834","",""
"        Margin of Error","","±2,487","±0.3","±0.3","±0.1","±0.2","±0.3","±0.3","±0.3","±0.2","±0.2","±0.1","±0.1","±0.3","±0.2","±0.4","±0.5","±0.2","±1,746","±1.3","±1.3","±1,852","±0.2","±0.2","±2,146","±0.7","±0.7","±2,695","±0.4","±0.4","±1,303","±0.4","±0.4","","±3,001","±0.8","±1.2","±1.1","±0.9","±0.6","±0.8","±1.1","±1.0","±1.1","±1.3","±1.4","","±2,297","±1.1","±0.4","","±4,534","±1,945","±3,054","",""
" -> Congressional District 2 (118th Congress), Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 2 (118th Congress), Tennessee -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","790,362","49.2%","50.8%","5.2%","14.7%","10.4%","12.9%","12.3%","12.3%","13.3%","11.1%","7.7%","40.3","80.1%","75.6%","23.1%","18.8%","157,266","51.6%","48.4%","633,096","48.6%","51.4%","184,358","50.3%","49.7%","299,892","49.4%","50.6%","148,846","44.7%","55.3%","","550,945","9.2%","29.2%","28.1%","21.1%","12.3%","90.8%","89.8%","91.7%","33.4%","33.1%","33.7%","","652,542","59.9%","1.5%","","324,320","66,809","92,884","",""
"        Margin of Error","","±3,427","±0.2","±0.2","±0.1","±0.2","±0.1","±0.3","±0.3","±0.3","±0.2","±0.2","±0.1","±0.4","±0.2","±0.4","±0.4","±0.2","±1,860","±0.9","±0.9","±2,718","±0.2","±0.2","±2,214","±0.6","±0.6","±2,705","±0.5","±0.5","±1,597","±0.5","±0.5","","±2,776","±0.8","±1.2","±1.1","±1.0","±0.7","±0.8","±1.0","±1.0","±1.2","±1.5","±1.6","","±3,191","±1.1","±0.3","","±3,181","±2,157","±3,353","",""
" -> Congressional District 3 (118th Congress), Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 3 (118th Congress), Tennessee -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","788,228","49.1%","50.9%","5.3%","15.4%","8.5%","13.3%","12.2%","12.7%","13.5%","11.0%","8.1%","40.8","79.2%","75.7%","23.2%","19.0%","163,734","51.7%","48.3%","624,494","48.4%","51.6%","171,523","50.7%","49.3%","303,147","49.4%","50.6%","149,824","44.1%","55.9%","","557,742","9.6%","30.2%","30.8%","18.1%","11.3%","90.4%","90.1%","90.7%","29.4%","28.2%","30.5%","","645,725","58.2%","1.8%","","316,538","68,127","93,286","",""
"        Margin of Error","","±4,210","±0.3","±0.3","±0.1","±0.2","±0.3","±0.3","±0.2","±0.2","±0.2","±0.1","±0.2","±0.4","±0.2","±0.4","±0.5","±0.2","±1,886","±1.0","±1.0","±3,299","±0.2","±0.2","±2,208","±0.6","±0.6","±2,939","±0.4","±0.4","±1,942","±0.4","±0.4","","±3,871","±0.7","±1.2","±1.2","±0.9","±1.0","±0.7","±0.9","±1.0","±1.3","±1.5","±1.7","","±3,616","±1.0","±0.3","","±3,825","±2,160","±3,071","",""
" -> Congressional District 4 (118th Congress), Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 4 (118th Congress), Tennessee -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","796,991","49.8%","50.2%","5.9%","16.9%","10.2%","12.9%","13.3%","12.5%","12.5%","9.7%","6.0%","37.9","77.1%","72.8%","19.5%","15.7%","182,327","52.3%","47.7%","614,664","49.1%","50.9%","184,145","50.3%","49.7%","305,446","50.1%","49.9%","125,073","44.9%","55.1%","","533,052","11.2%","35.3%","28.2%","17.3%","8.0%","88.8%","87.5%","90.0%","25.3%","23.6%","26.9%","","639,385","61.7%","1.6%","","304,736","65,227","82,606","",""
"        Margin of Error","","±3,643","±0.3","±0.3","±0.2","±0.2","±0.3","±0.4","±0.4","±0.3","±0.2","±0.2","±0.2","±0.5","±0.2","±0.4","±0.4","±0.3","±2,043","±1.0","±1.0","±2,918","±0.3","±0.3","±2,525","±0.8","±0.8","±3,418","±0.5","±0.5","±2,108","±0.7","±0.7","","±3,699","±0.8","±1.2","±1.1","±1.0","±0.8","±0.8","±1.0","±1.1","±1.3","±1.6","±1.7","","±3,480","±1.0","±0.3","","±3,209","±2,385","±1,864","",""
" -> Congressional District 5 (118th Congress), Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 5 (118th Congress), Tennessee -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","784,695","49.0%","51.0%","6.1%","16.9%","7.6%","13.7%","14.8%","12.9%","12.4%","9.5%","6.1%","39.0","77.0%","74.3%","19.2%","15.6%","180,804","50.5%","49.5%","603,891","48.6%","51.4%","167,179","49.5%","50.5%","314,236","49.7%","50.3%","122,476","44.3%","55.7%","","544,406","6.3%","21.8%","23.4%","29.9%","18.6%","93.7%","92.5%","94.8%","48.5%","48.4%","48.6%","","623,897","67.4%","1.6%","","318,244","86,017","122,728","",""
"        Margin of Error","","±13,619","±0.5","±0.5","±0.4","±0.6","±0.5","±0.7","±0.6","±0.6","±0.4","±0.4","±0.3","±0.6","±0.6","±0.7","±0.5","±0.5","±6,261","±1.4","±1.4","±10,524","±0.5","±0.5","±7,648","±1.5","±1.5","±6,025","±0.7","±0.7","±3,472","±1.0","±1.0","","±9,244","±0.8","±1.3","±1.2","±1.1","±0.9","±0.8","±1.2","±0.9","±1.5","±2.2","±1.5","","±11,133","±1.1","±0.3","","±6,154","±2,497","±4,271","",""
" -> Congressional District 6 (118th Congress), Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 6 (118th Congress), Tennessee -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","783,125","50.1%","49.9%","5.9%","15.2%","8.4%","14.7%","12.8%","12.1%","13.1%","10.7%","7.0%","39.6","78.9%","75.4%","21.9%","17.7%","165,354","51.7%","48.3%","617,771","49.6%","50.4%","180,975","52.2%","47.8%","298,060","49.8%","50.2%","138,736","45.9%","54.1%","","551,630","10.3%","33.4%","27.9%","19.4%","9.0%","89.7%","88.6%","90.7%","28.4%","26.6%","30.1%","","634,889","60.0%","2.1%","","326,355","64,687","89,526","",""
"        Margin of Error","","±12,583","±0.5","±0.5","±0.4","±0.5","±0.5","±0.5","±0.4","±0.4","±0.4","±0.3","±0.2","±0.6","±0.6","±0.6","±0.6","±0.5","±6,297","±1.8","±1.8","±8,680","±0.4","±0.4","±5,551","±1.2","±1.2","±5,991","±0.8","±0.8","±3,020","±0.7","±0.7","","±7,870","±0.7","±1.1","±1.0","±1.0","±0.7","±0.7","±1.0","±0.9","±1.1","±1.6","±1.4","","±9,137","±0.9","±0.3","","±4,975","±2,445","±2,608","",""
" -> Congressional District 7 (118th Congress), Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 7 (118th Congress), Tennessee -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","801,730","49.2%","50.8%","5.7%","16.2%","10.5%","16.8%","13.5%","11.9%","11.6%","8.5%","5.3%","35.5","78.1%","73.6%","17.2%","13.8%","175,713","51.6%","48.4%","626,017","48.5%","51.5%","218,244","49.8%","50.2%","296,787","49.2%","50.8%","110,986","44.3%","55.7%","","542,099","8.5%","29.2%","28.7%","21.5%","12.1%","91.5%","90.5%","92.5%","33.6%","32.6%","34.6%","","645,661","60.9%","2.4%","","326,490","70,095","92,273","",""
"        Margin of Error","","±11,388","±0.6","±0.6","±0.3","±0.6","±0.4","±0.6","±0.5","±0.5","±0.4","±0.3","±0.3","±0.4","±0.6","±0.7","±0.5","±0.4","±6,460","±1.7","±1.7","±8,130","±0.5","±0.5","±6,009","±1.2","±1.2","±5,404","±0.7","±0.7","±2,929","±1.1","±1.1","","±7,403","±0.9","±1.2","±1.3","±1.2","±0.9","±0.9","±1.1","±1.0","±1.3","±1.9","±1.6","","±8,520","±1.0","±0.4","","±5,075","±2,845","±3,640","",""
" -> Congressional District 8 (118th Congress), Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 8 (118th Congress), Tennessee -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","768,105","48.5%","51.5%","5.6%","17.0%","8.8%","10.6%","13.2%","12.0%","13.2%","11.5%","8.0%","41.3","77.4%","73.1%","23.4%","19.5%","173,577","48.8%","51.2%","594,528","48.4%","51.6%","149,194","50.2%","49.8%","295,264","49.2%","50.8%","150,070","45.0%","55.0%","","526,640","10.1%","35.7%","25.7%","16.8%","11.8%","89.9%","89.2%","90.6%","28.5%","27.7%","29.2%","","616,703","55.9%","2.5%","","297,512","63,678","94,568","",""
"        Margin of Error","","±9,119","±0.5","±0.5","±0.3","±0.4","±0.4","±0.5","±0.5","±0.4","±0.4","±0.3","±0.3","±0.5","±0.5","±0.6","±0.6","±0.5","±5,148","±1.6","±1.6","±6,028","±0.4","±0.4","±4,420","±1.3","±1.3","±5,185","±0.6","±0.6","±3,592","±0.8","±0.8","","±6,383","±0.7","±1.0","±1.0","±0.8","±0.6","±0.7","±1.0","±0.8","±0.9","±1.3","±1.3","","±6,510","±1.0","±0.3","","±4,997","±2,977","±3,163","",""
" -> Congressional District 9 (118th Congress), Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 9 (118th Congress), Tennessee -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","756,975","47.5%","52.5%","6.9%","17.8%","9.5%","16.2%","12.3%","11.3%","11.8%","8.9%","5.3%","34.8","75.4%","71.8%","17.8%","14.2%","186,387","51.6%","48.4%","570,588","46.2%","53.8%","194,828","48.3%","51.7%","268,195","46.6%","53.4%","107,565","41.2%","58.8%","","498,343","10.9%","30.2%","30.1%","17.9%","10.8%","89.1%","87.7%","90.3%","28.7%","25.5%","31.4%","","591,795","60.1%","3.7%","","303,424","53,183","75,182","",""
"        Margin of Error","","±9,099","±0.4","±0.4","±0.2","±0.4","±0.3","±0.4","±0.4","±0.3","±0.3","±0.3","±0.3","±0.3","±0.5","±0.5","±0.5","±0.4","±4,937","±1.1","±1.1","±6,240","±0.4","±0.4","±3,871","±0.8","±0.8","±4,185","±0.5","±0.5","±2,898","±0.8","±0.8","","±5,782","±0.9","±1.5","±1.4","±1.3","±0.8","±0.9","±1.3","±1.0","±1.4","±1.7","±1.9","","±7,031","±1.2","±0.6","","±4,285","±1,866","±3,038","",""
" -> Congressional District 1 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 1 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","775,992","49.1%","50.9%","5.7%","18.1%","8.8%","12.5%","12.6%","11.8%","12.3%","10.8%","7.5%","39.1","76.2%","71.7%","22.3%","18.2%","184,550","49.6%","50.4%","591,442","49.0%","51.0%","164,825","50.3%","49.7%","285,107","50.2%","49.8%","141,510","45.1%","54.9%","","523,527","12.7%","31.0%","34.2%","14.7%","7.5%","87.3%","85.9%","88.6%","22.1%","21.3%","22.9%","","611,987","55.9%","2.2%","","286,962","60,999","83,392","",""
"        Margin of Error","","±4,948","±0.4","±0.4","±0.2","±0.3","±0.3","±0.5","±0.4","±0.3","±0.3","±0.3","±0.3","±0.4","±0.2","±0.5","±0.4","±0.3","±2,369","±1.3","±1.3","±3,889","±0.2","±0.2","±3,722","±0.9","±0.9","±4,378","±0.6","±0.6","±2,325","±0.7","±0.7","","±4,655","±1.0","±1.4","±1.4","±1.0","±0.6","±1.0","±1.3","±1.3","±1.2","±1.5","±1.4","","±4,183","±1.0","±0.4","","±4,712","±1,556","±3,190","",""
" -> Congressional District 2 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 2 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","817,455","49.7%","50.3%","5.9%","20.5%","8.5%","13.1%","14.9%","13.7%","10.9%","7.7%","4.8%","36.2","73.5%","69.8%","15.4%","12.5%","216,311","50.4%","49.6%","601,144","49.5%","50.5%","176,733","51.1%","48.9%","322,156","50.0%","50.0%","102,255","45.2%","54.8%","","531,266","9.2%","22.3%","27.7%","26.8%","14.1%","90.8%","90.2%","91.3%","40.8%","39.7%","42.0%","","630,351","63.1%","3.4%","","292,845","92,141","123,059","",""
"        Margin of Error","","±30,204","±0.9","±0.9","±0.7","±1.1","±0.7","±1.2","±0.8","±0.9","±0.7","±0.6","±0.5","±1.1","±1.2","±1.1","±0.9","±0.8","±14,447","±2.2","±2.2","±20,805","±0.8","±0.8","±12,570","±2.3","±2.3","±14,192","±1.0","±1.0","±5,564","±1.7","±1.7","","±17,509","±1.0","±1.4","±1.2","±1.5","±1.1","±1.0","±1.4","±1.3","±1.7","±2.1","±2.4","","±21,228","±1.4","±0.5","","±9,450","±3,455","±5,527","",""
" -> Congressional District 3 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 3 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","846,385","49.3%","50.7%","5.9%","19.9%","8.7%","11.5%","15.2%","14.8%","11.4%","7.5%","4.9%","37.8","74.2%","70.5%","15.5%","12.4%","218,409","50.1%","49.9%","627,976","49.0%","51.0%","171,586","49.8%","50.2%","351,427","50.2%","49.8%","104,963","44.1%","55.9%","","554,081","4.9%","16.7%","27.4%","31.6%","19.4%","95.1%","95.2%","95.0%","51.0%","52.0%","50.1%","","654,600","67.5%","2.4%","","287,569","114,577","143,551","",""
"        Margin of Error","","±12,302","±0.6","±0.6","±0.3","±0.6","±0.5","±0.5","±0.5","±0.5","±0.4","±0.3","±0.3","±0.7","±0.7","±0.7","±0.6","±0.4","±7,203","±1.4","±1.4","±9,057","±0.6","±0.6","±5,947","±1.4","±1.4","±6,743","±0.7","±0.7","±3,464","±1.1","±1.1","","±8,169","±0.7","±1.0","±1.3","±1.3","±1.1","±0.7","±0.8","±0.8","±1.4","±1.9","±1.7","","±9,755","±1.0","±0.4","","±4,815","±3,206","±4,526","",""
" -> Congressional District 4 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 4 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","817,813","50.0%","50.0%","5.5%","18.6%","7.6%","12.9%","14.8%","14.1%","11.9%","8.6%","6.0%","38.8","75.9%","72.3%","17.6%","14.6%","197,113","52.7%","47.3%","620,700","49.1%","50.9%","167,323","50.7%","49.3%","334,285","49.5%","50.5%","119,092","45.9%","54.1%","","558,632","7.2%","21.7%","26.1%","27.8%","17.1%","92.8%","92.1%","93.4%","45.0%","46.2%","43.8%","","644,804","64.7%","2.1%","","306,802","92,686","126,702","",""
"        Margin of Error","","±13,544","±0.7","±0.7","±0.4","±0.6","±0.4","±0.5","±0.7","±0.6","±0.6","±0.3","±0.3","±0.6","±0.7","±0.7","±0.6","±0.5","±7,282","±1.9","±1.9","±9,869","±0.6","±0.6","±6,035","±1.5","±1.5","±7,913","±0.8","±0.8","±3,579","±1.1","±1.1","","±8,526","±0.6","±1.1","±1.1","±1.1","±1.1","±0.6","±0.9","±0.8","±1.2","±1.5","±1.7","","±10,488","±1.1","±0.3","","±4,873","±3,328","±3,495","",""
" -> Congressional District 5 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 5 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","787,249","49.9%","50.1%","6.4%","19.0%","8.5%","13.3%","13.1%","12.6%","12.2%","9.1%","5.8%","37.1","74.6%","71.2%","18.5%","14.9%","199,813","51.9%","48.1%","587,436","49.3%","50.7%","171,621","51.7%","48.3%","298,623","49.2%","50.8%","117,192","45.8%","54.2%","","520,520","15.4%","29.2%","30.9%","16.8%","7.6%","84.6%","82.7%","86.3%","24.4%","23.3%","25.5%","","611,097","62.4%","2.9%","","270,346","74,111","93,375","",""
"        Margin of Error","","±11,456","±0.6","±0.6","±0.5","±0.7","±0.6","±0.7","±0.6","±0.6","±0.6","±0.4","±0.4","±0.7","±0.9","±0.9","±0.7","±0.5","±7,765","±2.1","±2.1","±10,429","±0.6","±0.6","±6,952","±1.5","±1.5","±7,184","±0.8","±0.8","±4,046","±1.3","±1.3","","±9,626","±1.1","±1.3","±1.4","±1.1","±0.7","±1.1","±1.4","±1.4","±1.3","±1.6","±1.8","","±10,231","±1.0","±0.4","","±5,758","±2,906","±3,091","",""
" -> Congressional District 6 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 6 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","801,951","51.3%","48.7%","6.2%","19.2%","9.4%","13.7%","14.8%","12.6%","11.3%","7.9%","4.8%","36.0","74.6%","70.9%","16.3%","12.7%","204,009","51.6%","48.4%","597,942","51.2%","48.8%","185,628","52.8%","47.2%","310,486","52.1%","47.9%","101,828","45.2%","54.8%","","522,184","15.8%","28.5%","28.7%","18.2%","8.8%","84.2%","82.0%","86.4%","27.0%","23.9%","30.2%","","621,284","62.9%","2.5%","","273,570","75,003","94,733","",""
"        Margin of Error","","±16,061","±0.7","±0.7","±0.4","±0.6","±0.7","±0.7","±0.6","±0.7","±0.6","±0.4","±0.3","±0.6","±0.7","±0.7","±0.6","±0.5","±7,812","±1.7","±1.7","±11,968","±0.7","±0.7","±7,709","±1.7","±1.7","±8,090","±0.9","±0.9","±3,522","±1.1","±1.1","","±9,388","±1.1","±1.4","±1.1","±1.1","±0.8","±1.1","±1.5","±1.3","±1.2","±1.3","±1.7","","±12,883","±1.2","±0.4","","±5,397","±2,788","±2,911","",""
" -> Congressional District 7 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 7 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","785,353","49.6%","50.4%","7.1%","13.3%","11.2%","20.2%","14.3%","12.2%","10.2%","7.2%","4.3%","33.9","79.6%","75.6%","14.5%","11.5%","160,105","51.4%","48.6%","625,248","49.1%","50.9%","246,624","48.1%","51.9%","288,094","50.9%","49.1%","90,530","46.5%","53.5%","","537,251","14.6%","15.9%","21.7%","27.4%","20.4%","85.4%","86.1%","84.8%","47.9%","48.7%","47.0%","","640,312","68.4%","3.7%","","327,226","70,704","112,176","",""
"        Margin of Error","","±20,762","±0.9","±0.9","±0.7","±0.8","±0.9","±1.1","±1.0","±0.8","±0.6","±0.5","±0.5","±0.8","±1.0","±1.0","±0.8","±0.7","±10,223","±2.7","±2.7","±15,643","±0.9","±0.9","±13,392","±2.1","±2.1","±10,264","±1.5","±1.5","±5,525","±1.8","±1.8","","±14,094","±1.2","±1.1","±1.4","±1.4","±1.1","±1.2","±1.4","±1.5","±1.6","±1.9","±2.2","","±15,881","±1.0","±0.6","","±8,310","±2,539","±4,186","",""
" -> Congressional District 8 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 8 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","827,950","50.0%","50.0%","6.2%","21.0%","8.4%","12.7%","15.4%","12.6%","11.0%","8.4%","4.1%","36.1","72.7%","69.1%","15.8%","12.5%","225,908","51.8%","48.2%","602,042","49.4%","50.6%","175,355","51.8%","48.2%","323,247","48.7%","51.3%","103,440","47.3%","52.7%","","532,128","11.2%","24.2%","30.9%","22.5%","11.2%","88.8%","88.0%","89.6%","33.7%","32.7%","34.6%","","627,963","63.3%","2.3%","","283,476","83,466","115,576","",""
"        Margin of Error","","±32,365","±0.8","±0.8","±0.7","±1.2","±0.7","±1.0","±1.1","±0.9","±0.7","±0.6","±0.4","±0.8","±1.3","±1.2","±0.9","±0.8","±16,204","±2.5","±2.5","±21,555","±0.8","±0.8","±11,509","±1.9","±1.9","±14,825","±1.2","±1.2","±5,691","±2.0","±2.0","","±18,451","±1.0","±1.5","±1.6","±1.4","±0.9","±1.0","±1.5","±1.2","±1.7","±2.3","±1.8","","±21,936","±1.6","±0.5","","±9,325","±3,108","±7,314","",""
" -> Congressional District 9 (118th Congress), Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" -> Congressional District 9 (118th Congress), Texas -> Total population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","774,848","48.0%","52.0%","6.9%","17.8%","10.2%","15.7%","14.1%","12.4%","10.3%","7.8%","4.8%","34.6","75.3%","71.7%","15.8%","12.6%","191,265","48.9%","51.1%","583,583","47.7%","52.3%","200,713","48.5%","51.5%","285,003","48.4%","51.6%","97,867","44.2%","55.8%","","504,425","20.0%","25.2%","24.3%","17.4%","13.1%","80.0%","78.1%","81.8%","30.5%","29.4%","31.5%","","605,225","63.0%","3.6%","","287,916","63,597","87,973","",""
"        Margin of Error","","±23,912","±0.9","±0.9","±0.6","±1.3","±0.8","±0.9","±0.9","±0.9","±0.9","±0.6","±0.4","±1.2","±1.5","±1.5","±0.9","±0.8","±15,140","±2.6","±2.6","±16,009","±0.8","±0.8","±10,642","±2.0","±2.0","±10,229","±1.2","±1.2","±5,235","±2.0","±2.0","","±13,024","±1.3","±1.6","±1.4","±1.2","±1.0","±1.3","±1.8","±1.4","±1.5","±1.9","±2.0","","±16,814","±1.1","±0.5","","±6,669","±2,792","±3,095","",""
